contribution_type,proposal_id,proposal_reference,proposal_title,proposal_votes_totalCount,proposal_votes_digitalCount,proposal_votes_paperCount,proposal_votes_totalPointsCount,proposal_votes_digitalPointsCount,proposal_votes_paperPointsCount,proposal_createdAt,proposal_publishedAt,proposal_updatedAt,proposal_publicationStatus,proposal_undraftAt,proposal_trashedAt,proposal_trashedReason,proposal_link,proposal_author_id,proposal_author_username,proposal_author_isEmailConfirmed,proposal_author_email,proposal_author_userType_id,proposal_author_userType_name,proposal_status_name,proposal_estimation,proposal_category_name,proposal_theme_title,proposal_formattedAddress,proposal_address_lat,proposal_address_lng,proposal_district_name,proposal_illustration,proposal_summary,proposal_description,proposal_officialResponse,"No Mes Démarches","No IRIS","Raison sociale",proposal_votes_id,proposal_votes_ranking,proposal_votes_createdAt,proposal_votes_publishedAt,proposal_votes_published,proposal_votes_accounted,proposal_votes_anonymous,proposal_votes_author_id,proposal_votes_author_username,proposal_votes_author_isEmailConfirmed,proposal_votes_author_isPhoneConfirmed,proposal_votes_author_userType_id,proposal_votes_author_userType_name,proposal_comments_id,proposal_comments_body,proposal_comments_createdAt,proposal_comments_publishedAt,proposal_comments_updatedAt,proposal_comments_author_id,proposal_comments_author_username,proposal_comments_author_isEmailConfirmed,proposal_comments_author_userType_id,proposal_comments_author_userType_name,proposal_comments_author_email,proposal_comments_pinned,proposal_comments_publicationStatus,proposal_comments_vote_id,proposal_comments_vote_createdAt,proposal_comments_vote_publishedAt,proposal_comments_vote_author_id,proposal_comments_vote_author_username,proposal_comments_vote_author_isEmailConfirmed,proposal_comments_vote_author_userType_id,proposal_comments_vote_author_userType_name,proposal_news_id,proposal_news_title,proposal_news_themes,proposal_news_linkedProjects,proposal_news_linkedProposal,proposal_news_createdAt,proposal_news_updatedAt,proposal_news_publishedAt,proposal_news_publicationStatus,proposal_news_commentable,proposal_news_displayedOnBlog,proposal_news_authors_id,proposal_news_authors_username,proposal_news_authors_isEmailConfirmed,proposal_news_authors_userType_id,proposal_news_authors_userType_name,proposal_news_comments_id,proposal_news_comments_body,proposal_news_comments_parent,proposal_news_comments_createdAt,proposal_news_comments_publishedAt,proposal_news_comments_updatedAt,proposal_news_comments_author_id,proposal_news_comments_author_username,proposal_news_comments_author_isEmailConfirmed,proposal_news_comments_author_userType_id,proposal_news_comments_author_userType_name,proposal_news_comments_author_email,proposal_news_comments_pinned,proposal_news_comments_publicationStatus,proposal_news_comments_vote_id,proposal_news_comments_vote_createdAt,proposal_news_comments_vote_publishedAt,proposal_news_comments_vote_author_id,proposal_news_comments_vote_author_username,proposal_news_comments_vote_author_isEmailConfirmed,proposal_news_comments_vote_author_userType_id,proposal_news_comments_vote_author_userType_name,proposal_news_comments_reportings_id,proposal_news_comments_reportings_createdAt,proposal_news_comments_reportings_author_id,proposal_news_comments_reportings_author_username,proposal_news_comments_reportings_author_isEmailConfirmed,proposal_news_comments_reportings_author_userType_id,proposal_news_comments_reportings_author_userType_name,proposal_reportings_id,proposal_reportings_body,proposal_reportings_createdAt,proposal_reportings_author_id,proposal_reportings_author_username,proposal_reportings_author_isEmailConfirmed,proposal_reportings_author_userType_id,proposal_reportings_author_userType_name
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIwNQ==,"""22-497192""","Consequatur pariatur est totam ea architecto commodi ut sed.",0,0,0,0,0,0,"2023-02-11 07:56:24","2023-02-11 07:56:24","2023-02-11 07:56:24",PUBLISHED,"2023-02-11 07:56:24",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/consequatur-pariatur-est-totam-ea-architecto-commodi-ut-sed,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Justice,"Fake address, 75006 Paris, France",48.1751,2.04213,"Val de marne (94) (IDF BP3)",,,"Ad praesentium accusamus recusandae et. Nihil alias perspiciatis ut omnis quia fuga quia. Consequuntur suscipit fuga et voluptas. Voluptates dignissimos aut sapiente voluptatibus. Autem libero aut consequatur deleniti.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI4,"""22-715812""","Nihil vel aut aliquid libero quis sit.",0,0,0,0,0,0,"2023-02-11 15:14:04","2023-02-11 15:14:04","2023-02-11 15:14:04",PUBLISHED,"2023-02-11 15:14:04",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/nihil-vel-aut-aliquid-libero-quis-sit,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",48.21406,2.50655,"Toute la région (IDF BP3)",,,"Nihil quidem vel doloremque modi est qui. Voluptate quos a minus. Laudantium porro quibusdam voluptatem suscipit quo consequatur. Repellendus voluptas quam culpa. Molestiae consectetur aut esse libero. Nesciunt dolore et id aspernatur sapiente voluptatum sint.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjgz,"""22-897568""","Rerum autem repudiandae earum totam quisquam perferendis.",0,0,0,0,0,0,"2023-02-12 14:55:55","2023-02-12 14:55:55","2023-02-12 14:55:55",PUBLISHED,"2023-02-12 14:55:55",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/rerum-autem-repudiandae-earum-totam-quisquam-perferendis,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Immobilier,"Fake address, 75006 Paris, France",48.30484,1.68177,"Val de marne (94) (IDF BP3)",,,"Eos iure molestiae dolorum sunt dolores. Nulla rerum eaque qui consectetur omnis debitis distinctio. Vero ullam voluptatem dolores quasi quis voluptatem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjUw,"""22-127254""","Officia sapiente nesciunt atque.",0,0,0,0,0,0,"2023-02-14 00:51:10","2023-02-14 00:51:10","2023-02-14 00:51:10",PUBLISHED,"2023-02-14 00:51:10",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/officia-sapiente-nesciunt-atque,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Immobilier,"Fake address, 75006 Paris, France",48.11074,2.30669,"Val de marne (94) (IDF BP3)",,,"Totam esse velit voluptas temporibus. Magnam repudiandae voluptas ut maxime qui fugiat. Ut omnis nihil dolores et maxime tempora. Aut aut totam molestiae assumenda.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI3Ng==,"""22-145186""","Eum molestiae quas et sunt.",0,0,0,0,0,0,"2023-02-14 06:30:53","2023-02-14 06:30:53","2023-02-14 06:30:53",PUBLISHED,"2023-02-14 06:30:53",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/eum-molestiae-quas-et-sunt,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.49591,2.11733,"Val de marne (94) (IDF BP3)",,,"Tempora molestias tempore iure et. Autem delectus modi voluptatum et inventore. Voluptatem vitae eius et est et rerum blanditiis. Voluptates cum perspiciatis et at repellat. Debitis et earum voluptate dolores quas consequatur tempora. Molestias magni qui magnam et sapiente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjkz,"""22-936117""","Ipsam magnam beatae accusantium architecto.",0,0,0,0,0,0,"2023-02-14 22:56:32","2023-02-14 22:56:32","2023-02-14 22:56:32",PUBLISHED,"2023-02-14 22:56:32",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ipsam-magnam-beatae-accusantium-architecto,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.89055,1.54913,"Val de marne (94) (IDF BP3)",,,"Sed error aspernatur quaerat voluptatem et quia. Est eum explicabo et quis eos iusto. Rerum ullam voluptas nemo quia iusto quas. Maxime veritatis minima non illum. Voluptatem tempore architecto fugiat voluptas magnam repellendus laborum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjg1,"""22-141401""","Consequatur voluptatibus ut enim quasi perferendis sit veniam.",0,0,0,0,0,0,"2023-02-17 13:33:01","2023-02-17 13:33:01","2023-02-17 13:33:01",PUBLISHED,"2023-02-17 13:33:01",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/consequatur-voluptatibus-ut-enim-quasi-perferendis-sit-veniam,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.36397,1.72368,"Val de marne (94) (IDF BP3)",,,"Non sed consequatur est. Assumenda qui veniam maxime velit facilis. Neque odit ratione amet quidem ut quo. Nobis libero vel minima quia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIzMg==,"""22-164210""","Ea accusamus eum qui.",0,0,0,0,0,0,"2023-02-18 18:16:11","2023-02-18 18:16:11","2023-02-18 18:16:11",PUBLISHED,"2023-02-18 18:16:11",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ea-accusamus-eum-qui,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",49.139,1.61298,"Toute la région (IDF BP3)",,,"Aut et et iure aut. Consequatur rerum voluptatem velit et et ut. At corrupti amet inventore quis in occaecati quos repellat. Necessitatibus et nihil omnis debitis ullam maxime. Facere autem aspernatur dolorem quis debitis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIzMQ==,"""22-869935""","Et aliquam praesentium fuga perspiciatis libero sequi incidunt dolores.",0,0,0,0,0,0,"2023-02-20 07:40:02","2023-02-20 07:40:02","2023-02-20 07:40:02",PUBLISHED,"2023-02-20 07:40:02",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/et-aliquam-praesentium-fuga-perspiciatis-libero-sequi-incidunt-dolores,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Justice,"Fake address, 75006 Paris, France",48.15902,1.97683,"Val de marne (94) (IDF BP3)",,,"Doloribus minima fugiat odit aliquam. Exercitationem corporis at neque veritatis. Et sint quaerat explicabo molestiae. Vel nulla accusantium impedit rem qui ea cupiditate. Aut praesentium culpa et est ipsa. Quidem soluta iusto quod qui porro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEx,"""22-344176""","Sit dolore ad sunt.",0,0,0,0,0,0,"2023-02-20 08:19:58","2023-02-20 08:19:58","2023-02-20 08:19:58",PUBLISHED,"2023-02-20 08:19:58",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sit-dolore-ad-sunt,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Immobilier,"Fake address, 75006 Paris, France",48.72717,2.10014,"Toute la région (IDF BP3)",,,"Itaque cumque officiis ut quis quisquam consequatur asperiores. Magnam nostrum ea corrupti. Molestiae cupiditate rerum ratione rerum. Ducimus nulla voluptatem aperiam ipsa eius repellat adipisci. Voluptas doloremque esse dolor qui illo placeat harum voluptatem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE3Mw==,"""22-956059""","Iure eaque pariatur voluptatem ut ut id voluptates.",0,0,0,0,0,0,"2023-02-21 21:40:53","2023-02-21 21:40:53","2023-02-21 21:40:53",PUBLISHED,"2023-02-21 21:40:53",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/iure-eaque-pariatur-voluptatem-ut-ut-id-voluptates,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.64117,2.568,"Toute la région (IDF BP3)",,,"Deleniti adipisci assumenda architecto eveniet ut. Est sunt quia sunt similique sunt. Sint quaerat repellendus dicta temporibus pariatur molestias expedita sapiente. Nam laboriosam eaque occaecati facere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjc3,"""22-720512""","Accusantium quia eligendi est repellendus nihil cumque est.",0,0,0,0,0,0,"2023-02-22 05:14:48","2023-02-22 05:14:48","2023-02-22 05:14:48",PUBLISHED,"2023-02-22 05:14:48",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/accusantium-quia-eligendi-est-repellendus-nihil-cumque-est,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Immobilier,"Fake address, 75006 Paris, France",48.38669,2.14238,"Toute la région (IDF BP3)",,,"Sapiente et unde sequi et. Id enim dolores non debitis occaecati. Iure natus quibusdam dolorem ut repellat repudiandae quia. Rerum quas error vero voluptates eum. Voluptatem nihil quod sed ipsa doloremque in. Sed voluptatum et quos itaque et.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjY=,"""22-224836""","Eius commodi odio ut aliquid et sit enim.",0,0,0,0,0,0,"2023-02-22 06:03:07","2023-02-22 06:03:07","2023-02-22 06:03:07",PUBLISHED,"2023-02-22 06:03:07",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/eius-commodi-odio-ut-aliquid-et-sit-enim,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",49.17784,2.10574,"Toute la région (IDF BP3)",,,"Minus aliquid repudiandae qui voluptatem distinctio modi. Eos suscipit facilis vel ut modi quia recusandae. Eligendi quo voluptas totam asperiores ab tenetur voluptatem. Reiciendis cum accusamus ut et nobis iste accusantium quaerat. Voluptas est tenetur sed possimus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEw,"""22-715432""","Ut est in reprehenderit reiciendis accusamus facilis.",0,0,0,0,0,0,"2023-02-23 01:07:27","2023-02-23 01:07:27","2023-02-23 01:07:27",PUBLISHED,"2023-02-23 01:07:27",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ut-est-in-reprehenderit-reiciendis-accusamus-facilis,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",49.08622,2.60965,"Val de marne (94) (IDF BP3)",,,"Mollitia deleniti qui nostrum doloremque minima aut. Sapiente est consequatur numquam tempore similique. Debitis consequatur facere dolorum doloremque quasi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI4MQ==,"""22-370273""","Vel recusandae amet quidem beatae rem recusandae quasi.",0,0,0,0,0,0,"2023-02-23 23:10:58","2023-02-23 23:10:58","2023-02-23 23:10:58",PUBLISHED,"2023-02-23 23:10:58",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/vel-recusandae-amet-quidem-beatae-rem-recusandae-quasi,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",48.92562,2.73896,"Toute la région (IDF BP3)",,,"Eligendi laborum fugiat incidunt ut alias. Et animi minus dolor aut ex molestias. Mollitia id mollitia nemo autem expedita exercitationem. Accusamus tenetur voluptatibus et dolor ut libero. Rem id error fugiat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE0NA==,"""22-778507""","Quibusdam quia ut et esse est recusandae illum sit.",0,0,0,0,0,0,"2023-02-24 23:56:56","2023-02-24 23:56:56","2023-02-24 23:56:56",PUBLISHED,"2023-02-24 23:56:56",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quibusdam-quia-ut-et-esse-est-recusandae-illum-sit,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",48.74158,3.07004,"Val de marne (94) (IDF BP3)",,,"Ullam sequi et voluptate dolorem ipsa. Libero corporis quam nobis aut aut eaque et. Optio dolorem quae quia accusantium et necessitatibus. Enim et et saepe et non nisi dolores. Dicta quod ratione libero ipsum voluptatem possimus reiciendis. Non sapiente dicta cumque.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE1MQ==,"""22-259025""","Veniam magni iusto dolores.",0,0,0,0,0,0,"2023-02-27 04:40:40","2023-02-27 04:40:40","2023-02-27 04:40:40",PUBLISHED,"2023-02-27 04:40:40",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/veniam-magni-iusto-dolores,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",49.18303,3.16872,"Val de marne (94) (IDF BP3)",,,"Cupiditate impedit repellendus ab temporibus aut nulla sequi. Laboriosam omnis voluptas vel. Laboriosam ullam quo commodi error minus. Quod rerum laboriosam voluptate dolorum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE5OQ==,"""22-653917""","Adipisci maxime commodi reprehenderit nihil.",0,0,0,0,0,0,"2023-02-28 00:34:55","2023-02-28 00:34:55","2023-02-28 00:34:55",PUBLISHED,"2023-02-28 00:34:55",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/adipisci-maxime-commodi-reprehenderit-nihil,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.29548,2.26058,"Toute la région (IDF BP3)",,,"Est consequatur voluptatibus doloribus quas voluptatem. Velit numquam voluptatem molestiae quidem et ut aperiam. Et sed ad vitae praesentium pariatur est dolor placeat. Reprehenderit dolores qui perspiciatis et. Repellendus nihil modi dolor est eius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjUz,"""22-963174""","Et sed quis maiores et dignissimos.",0,0,0,0,0,0,"2023-03-01 02:35:00","2023-03-01 02:35:00","2023-03-01 02:35:00",PUBLISHED,"2023-03-01 02:35:00",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/et-sed-quis-maiores-et-dignissimos,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",49.12354,2.55657,"Val de marne (94) (IDF BP3)",,,"Non enim ad totam nihil quis aliquid. Ipsa esse ullam cupiditate ut voluptatem deserunt doloremque magnam. Impedit quo molestias vel deserunt eius architecto. Eum at corporis facilis inventore vero. Unde doloribus culpa qui dolor vel consectetur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEyOQ==,"""22-800879""","Et neque accusantium dolore id quod illo nam.",0,0,0,0,0,0,"2023-03-04 11:00:35","2023-03-04 11:00:35","2023-03-04 11:00:35",PUBLISHED,"2023-03-04 11:00:35",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/et-neque-accusantium-dolore-id-quod-illo-nam,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.60444,3.39467,"Toute la région (IDF BP3)",,,"Id odit accusantium fugiat quia. Vel non culpa debitis maxime eos aperiam neque. Ut quidem harum illum temporibus dicta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE2Ng==,"""22-863630""","Qui ut qui doloremque voluptatem.",0,0,0,0,0,0,"2023-03-04 13:58:28","2023-03-04 13:58:28","2023-03-04 13:58:28",PUBLISHED,"2023-03-04 13:58:28",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/qui-ut-qui-doloremque-voluptatem,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",49.11234,1.85691,"Toute la région (IDF BP3)",,,"Odio accusamus qui expedita iusto quo consequatur odio odio. Sed sapiente non earum est. Ut voluptas sed eius quasi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIxNA==,"""22-272636""","Quo labore corporis ut.",0,0,0,0,0,0,"2023-03-04 19:29:52","2023-03-04 19:29:52","2023-03-04 19:29:52",PUBLISHED,"2023-03-04 19:29:52",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quo-labore-corporis-ut,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",49.08619,3.22028,"Val de marne (94) (IDF BP3)",,,"Porro omnis voluptas tenetur at optio aliquid. Omnis nihil nobis est nihil laborum. Ducimus ipsam amet repellat possimus maiores. Alias eaque temporibus ducimus fugiat sit doloribus et.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIzMw==,"""22-851364""","Numquam numquam sit velit atque.",0,0,0,0,0,0,"2023-03-06 16:11:26","2023-03-06 16:11:26","2023-03-06 16:11:26",PUBLISHED,"2023-03-06 16:11:26",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/numquam-numquam-sit-velit-atque,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Justice,"Fake address, 75006 Paris, France",48.15977,3.18868,"Val de marne (94) (IDF BP3)",,,"Sed dolorum consectetur est culpa qui quis omnis tempore. Quia illo veritatis quo perspiciatis provident. Molestiae accusamus consequatur suscipit aut eum. Corrupti deleniti tempore eum eaque. Vel dolor consequatur officia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI5MQ==,"""22-665478""","Aliquam repellat et et amet cumque est ex suscipit.",0,0,0,0,0,0,"2023-03-07 11:46:00","2023-03-07 11:46:00","2023-03-07 11:46:00",PUBLISHED,"2023-03-07 11:46:00",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/aliquam-repellat-et-et-amet-cumque-est-ex-suscipit,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.52091,1.47143,"Toute la région (IDF BP3)",,,"Non velit sunt maiores explicabo recusandae. Accusantium nisi totam modi quam asperiores. Nisi quia vel voluptas ad. Quidem voluptas libero distinctio non possimus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
