export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_votes_total_count,export_proposal_votes_digital_count,export_proposal_votes_paper_count,export_proposal_votes_total_points_count,export_proposal_votes_digital_points_count,export_proposal_votes_paper_points_count,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"No Mes Démarches","No IRIS","Raison sociale",export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name,export_proposal_created_at,export_proposal_updated_at,export_proposal_publication_status,export_proposal_undraft_at,export_proposal_trashed_at,export_proposal_trashed_reason,export_proposal_author_username,export_proposal_author_is_email_confirmed,export_proposal_author_email,export_proposal_author_user_type_id,export_proposal_author_user_type_name,export_proposal_official_response,export_proposal_votes_id,export_proposal_votes_ranking,export_proposal_votes_created_at,export_proposal_votes_published_at,export_proposal_votes_published,export_proposal_votes_accounted,export_proposal_votes_anonymous,export_proposal_votes_author_id,export_proposal_votes_author_username,export_proposal_votes_author_is_email_confirmed,export_proposal_votes_author_is_phone_confirmed,export_proposal_votes_author_user_type_id,export_proposal_votes_author_user_type_name,export_proposal_comments_id,export_proposal_comments_body,export_proposal_comments_created_at,export_proposal_comments_published_at,export_proposal_comments_updated_at,export_proposal_comments_author_id,export_proposal_comments_author_username,export_proposal_comments_author_is_email_confirmed,export_proposal_comments_author_user_type_id,export_proposal_comments_author_user_type_name,export_proposal_comments_author_email,export_proposal_comments_pinned,export_proposal_comments_publication_status,export_proposal_comments_vote_id,export_proposal_comments_vote_created_at,export_proposal_comments_vote_published_at,export_proposal_comments_vote_author_id,export_proposal_comments_vote_author_username,export_proposal_comments_vote_author_is_email_confirmed,export_proposal_comments_vote_author_user_type_id,export_proposal_comments_vote_author_user_type_name,export_proposal_news_id,export_proposal_news_title,export_proposal_news_themes,export_proposal_news_linked_projects,export_proposal_news_linked_proposal,export_proposal_news_created_at,export_proposal_news_updated_at,export_proposal_news_published_at,export_proposal_news_publication_status,export_proposal_news_commentable,export_proposal_news_displayed_on_blog,export_proposal_news_authors_id,export_proposal_news_authors_username,export_proposal_news_authors_is_email_confirmed,export_proposal_news_authors_user_type_id,export_proposal_news_authors_user_type_name,export_proposal_news_comments_id,export_proposal_news_comments_body,export_proposal_news_comments_parent,export_proposal_news_comments_created_at,export_proposal_news_comments_published_at,export_proposal_news_comments_updated_at,export_proposal_news_comments_author_id,export_proposal_news_comments_author_username,export_proposal_news_comments_author_is_email_confirmed,export_proposal_news_comments_author_user_type_id,export_proposal_news_comments_author_user_type_name,export_proposal_news_comments_author_email,export_proposal_news_comments_pinned,export_proposal_news_comments_publication_status,export_proposal_news_comments_vote_id,export_proposal_news_comments_vote_created_at,export_proposal_news_comments_vote_published_at,export_proposal_news_comments_vote_author_id,export_proposal_news_comments_vote_author_username,export_proposal_news_comments_vote_author_is_email_confirmed,export_proposal_news_comments_vote_author_user_type_id,export_proposal_news_comments_vote_author_user_type_name,export_proposal_news_comments_reportings_id,export_proposal_news_comments_reportings_created_at,export_proposal_news_comments_reportings_author_id,export_proposal_news_comments_reportings_author_username,export_proposal_news_comments_reportings_author_is_email_confirmed,export_proposal_news_comments_reportings_author_user_type_id,export_proposal_news_comments_reportings_author_user_type_name,export_proposal_reportings_id,export_proposal_reportings_body,export_proposal_reportings_created_at,export_proposal_reportings_author_id,export_proposal_reportings_author_username,export_proposal_reportings_author_is_email_confirmed,export_proposal_reportings_author_user_type_id,export_proposal_reportings_author_user_type_name
export_contribution_type_proposal,proposalLocation230,"2023-01-10 14:56:43","""22-569557""","Et accusantium quia veritatis incidunt et.",,"Architecto voluptate aut id et debitis. Sit quas molestias laudantium sunt eos officiis reiciendis. Blanditiis perspiciatis iure qui sed fugiat doloremque voluptates et. Deserunt nam autem officia ut ad quia perferendis. Quia sed possimus vitae illo aspernatur.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité",Immobilier,"Fake address, 75006 Paris, France",48.61279,2.83527,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/et-accusantium-quia-veritatis-incidunt-et?_locale=fr-FR,,"2023-01-10 14:56:43","2023-01-10 14:56:43",export_proposal_publication_status_published,"2023-01-10 14:56:43",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation231,"2023-02-20 07:40:02","""22-869935""","Et aliquam praesentium fuga perspiciatis libero sequi incidunt dolores.",,"Doloribus minima fugiat odit aliquam. Exercitationem corporis at neque veritatis. Et sint quaerat explicabo molestiae. Vel nulla accusantium impedit rem qui ea cupiditate. Aut praesentium culpa et est ipsa. Quidem soluta iusto quod qui porro.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Justice,"Fake address, 75006 Paris, France",48.15902,1.97683,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/et-aliquam-praesentium-fuga-perspiciatis-libero-sequi-incidunt-dolores?_locale=fr-FR,,"2023-02-20 07:40:02","2023-02-20 07:40:02",export_proposal_publication_status_published,"2023-02-20 07:40:02",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation232,"2023-02-18 18:16:11","""22-164210""","Ea accusamus eum qui.",,"Aut et et iure aut. Consequatur rerum voluptatem velit et et ut. At corrupti amet inventore quis in occaecati quos repellat. Necessitatibus et nihil omnis debitis ullam maxime. Facere autem aspernatur dolorem quis debitis.",user5,0,0,0,0,0,0,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",49.139,1.61298,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ea-accusamus-eum-qui?_locale=fr-FR,,"2023-02-18 18:16:11","2023-02-18 18:16:11",export_proposal_publication_status_published,"2023-02-18 18:16:11",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation233,"2023-03-06 16:11:26","""22-851364""","Numquam numquam sit velit atque.",,"Sed dolorum consectetur est culpa qui quis omnis tempore. Quia illo veritatis quo perspiciatis provident. Molestiae accusamus consequatur suscipit aut eum. Corrupti deleniti tempore eum eaque. Vel dolor consequatur officia.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité",Justice,"Fake address, 75006 Paris, France",48.15977,3.18868,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/numquam-numquam-sit-velit-atque?_locale=fr-FR,,"2023-03-06 16:11:26","2023-03-06 16:11:26",export_proposal_publication_status_published,"2023-03-06 16:11:26",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation234,"2022-05-28 23:07:28","""22-416737""","Voluptas suscipit aut ea ipsum ad dignissimos et magnam.",,"Aut fuga aut non reprehenderit aut odio non quia. Accusamus a culpa porro ratione exercitationem dolores placeat. Aut illo in commodi qui perspiciatis. Repellat veniam aliquid maiores numquam. Eius neque hic illo labore dicta non et est. A ut voluptatem accusantium id saepe eligendi.",user5,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",Justice,"Fake address, 75006 Paris, France",48.30903,2.50751,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptas-suscipit-aut-ea-ipsum-ad-dignissimos-et-magnam?_locale=fr-FR,,"2022-05-28 23:07:28","2022-05-28 23:07:28",export_proposal_publication_status_published,"2022-05-28 23:07:28",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation235,"2022-10-12 07:21:16","""22-342786""","Quo et similique dignissimos nam qui et est.",,"Error perferendis repudiandae sunt alias sit inventore. Ut voluptatem deleniti quaerat. Qui in aspernatur vel omnis sed ipsum velit.",user5,0,0,0,0,0,0,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",48.66137,1.51065,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quo-et-similique-dignissimos-nam-qui-et-est?_locale=fr-FR,,"2022-10-12 07:21:16","2022-10-12 07:21:16",export_proposal_publication_status_published,"2022-10-12 07:21:16",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation236,"2022-08-11 07:44:28","""22-766108""","Voluptatibus quibusdam iusto sed rerum.",,"Nihil provident consequatur est atque suscipit. Et pariatur esse sed. Voluptates voluptatem veritatis occaecati deserunt. Aut magni commodi praesentium. Quidem ipsum nostrum nulla delectus magnam molestiae.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",49.19346,2.40468,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptatibus-quibusdam-iusto-sed-rerum?_locale=fr-FR,,"2022-08-11 07:44:28","2022-08-11 07:44:28",export_proposal_publication_status_published,"2022-08-11 07:44:28",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation237,"2022-08-20 08:22:59","""22-942343""","Perspiciatis nam ut omnis consequatur delectus et corporis.",,"Dolor et occaecati facilis suscipit tempore quis placeat. Rerum sint sint repellendus totam minima qui qui omnis. Dolorum pariatur fugiat eum impedit et voluptas. Iste numquam et voluptatibus nisi nisi.",user5,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",Immobilier,"Fake address, 75006 Paris, France",48.58517,3.48842,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/perspiciatis-nam-ut-omnis-consequatur-delectus-et-corporis?_locale=fr-FR,,"2022-08-20 08:22:59","2022-08-20 08:22:59",export_proposal_publication_status_published,"2022-08-20 08:22:59",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation238,"2023-03-27 14:17:25","""22-337551""","Cupiditate dolores similique praesentium repudiandae laborum rerum.",,"Facilis magni iusto quo officia maxime similique porro. Autem et quia magni facere non labore. Et nostrum temporibus necessitatibus sit molestias dolorum adipisci. Fugit ut eum molestias quo dolorem aut similique.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité",Transport,"Fake address, 75006 Paris, France",49.09829,2.8609,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/cupiditate-dolores-similique-praesentium-repudiandae-laborum-rerum?_locale=fr-FR,,"2023-03-27 14:17:25","2023-03-27 14:17:25",export_proposal_publication_status_published,"2023-03-27 14:17:25",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation239,"2022-12-12 21:26:49","""22-902305""","Id saepe facere voluptate accusamus.",,"Dolorum reprehenderit deleniti et est. Et aut consequatur qui sit. Aut reiciendis esse perspiciatis perspiciatis pariatur quidem et.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité",Transport,"Fake address, 75006 Paris, France",48.15927,2.63899,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/id-saepe-facere-voluptate-accusamus?_locale=fr-FR,,"2022-12-12 21:26:49","2022-12-12 21:26:49",export_proposal_publication_status_published,"2022-12-12 21:26:49",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation24,"2023-04-09 13:59:17","""22-740196""","Voluptates fugit officiis explicabo ipsa libero sit ducimus.",,"Suscipit id tempore voluptatibus recusandae et deleniti tenetur. Illo sunt possimus esse et porro consequatur totam et. Cumque nesciunt reiciendis sit optio. Aliquid quis repudiandae temporibus blanditiis sit.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité","Thème vide","Fake address, 75006 Paris, France",48.3898,1.62181,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptates-fugit-officiis-explicabo-ipsa-libero-sit-ducimus?_locale=fr-FR,,"2023-04-09 13:59:17","2023-04-09 13:59:17",export_proposal_publication_status_published,"2023-04-09 13:59:17",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation240,"2022-06-30 21:19:02","""22-364792""","Ea voluptas tenetur quis maxime ab sit.",,"Molestiae commodi autem assumenda aut ea maiores. Voluptatem sint aut a autem. Exercitationem optio et quasi reprehenderit ipsum vel dolore asperiores. Adipisci rerum repellat aliquid eum.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Justice,"Fake address, 75006 Paris, France",48.14715,3.34718,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ea-voluptas-tenetur-quis-maxime-ab-sit?_locale=fr-FR,,"2022-06-30 21:19:02","2022-06-30 21:19:02",export_proposal_publication_status_published,"2022-06-30 21:19:02",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation241,"2023-01-22 11:36:25","""22-555760""","Nisi voluptatem voluptas et.",,"Iure molestiae in quia aliquam in. Deleniti recusandae ipsa rerum est aut architecto est. Cum dolore aspernatur aut iste. Voluptatem necessitatibus sint quibusdam.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.99532,2.59203,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/nisi-voluptatem-voluptas-et?_locale=fr-FR,,"2023-01-22 11:36:25","2023-01-22 11:36:25",export_proposal_publication_status_published,"2023-01-22 11:36:25",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation242,"2022-10-19 18:44:31","""22-738583""","Vitae laborum aliquam beatae qui quo debitis.",,"Aperiam perspiciatis voluptas mollitia nulla veritatis. Ipsum sit debitis a doloremque sit. Dolor quia fuga exercitationem ut et. Et reiciendis qui officia voluptas. Eaque molestiae voluptatem et beatae qui. Et qui quo reiciendis magnam et.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.37902,3.29263,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/vitae-laborum-aliquam-beatae-qui-quo-debitis?_locale=fr-FR,,"2022-10-19 18:44:31","2022-10-19 18:44:31",export_proposal_publication_status_published,"2022-10-19 18:44:31",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation243,"2023-03-30 13:00:58","""22-894722""","Et deserunt esse quidem amet at alias.",,"Tempore tenetur minus dolor. Quidem quidem et veniam excepturi voluptas atque. Ipsum aut commodi dolorem perferendis. Expedita cum voluptas dolor quod eum sed qui consequatur.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Immobilier,"Fake address, 75006 Paris, France",48.67153,2.16418,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/et-deserunt-esse-quidem-amet-at-alias?_locale=fr-FR,,"2023-03-30 13:00:58","2023-03-30 13:00:58",export_proposal_publication_status_published,"2023-03-30 13:00:58",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation244,"2022-12-06 20:44:25","""22-731757""","Ad ducimus praesentium sapiente natus quod molestiae repellendus.",,"Aliquam beatae odio consequatur aliquam deserunt ullam qui ut. Officiis quia ea impedit. Ut voluptatem corporis velit veritatis commodi sed. Ut omnis temporibus cumque ad dolorem architecto quisquam beatae. Est eius placeat facilis sit quia iste eius.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",48.71916,2.81425,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ad-ducimus-praesentium-sapiente-natus-quod-molestiae-repellendus?_locale=fr-FR,,"2022-12-06 20:44:25","2022-12-06 20:44:25",export_proposal_publication_status_published,"2022-12-06 20:44:25",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation245,"2023-03-11 13:45:32","""22-414336""","Debitis culpa est voluptatem.",,"Odio quo est a placeat. Provident maxime rem pariatur quo nihil est et. Reprehenderit sunt sit quo repellendus. Soluta sit consectetur doloremque ducimus sed corporis. Corrupti id magnam et et quasi velit optio fuga.",user5,0,0,0,0,0,0,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",48.62576,3.08208,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/debitis-culpa-est-voluptatem?_locale=fr-FR,,"2023-03-11 13:45:32","2023-03-11 13:45:32",export_proposal_publication_status_published,"2023-03-11 13:45:32",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation246,"2022-10-07 18:20:38","""22-246662""","Eos consequatur libero deserunt rerum quo.",,"Non ab modi maiores adipisci quia eos. Qui in est ipsa eligendi sint temporibus ipsa enim. Labore est ratione cum quod ipsum doloribus dolor fugiat. Assumenda saepe eligendi reiciendis qui expedita. Veniam officia tempore id. Voluptas omnis fugiat veritatis quod quis.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité",Immobilier,"Fake address, 75006 Paris, France",49.11109,2.56244,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/eos-consequatur-libero-deserunt-rerum-quo?_locale=fr-FR,,"2022-10-07 18:20:38","2022-10-07 18:20:38",export_proposal_publication_status_published,"2022-10-07 18:20:38",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation247,"2022-11-06 00:30:12","""22-248499""","Voluptatem voluptas a est placeat repellat aut alias doloribus.",,"Error sit veritatis iusto vero soluta minima quo. Nihil in quae sed voluptate porro sunt blanditiis dolore. Enim deserunt repellendus asperiores. Voluptate qui voluptatibus saepe accusantium accusamus quasi illum. Explicabo in modi dolorem eum aliquam. Et sit earum debitis atque.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",49.15544,2.0446,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptatem-voluptas-a-est-placeat-repellat-aut-alias-doloribus?_locale=fr-FR,,"2022-11-06 00:30:12","2022-11-06 00:30:12",export_proposal_publication_status_published,"2022-11-06 00:30:12",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation248,"2022-05-06 06:12:58","""22-321095""","Autem et quaerat tempora.",,"Dolorem porro rerum modi repellendus aut. Quasi enim atque qui ipsa voluptas. Suscipit nemo voluptates laudantium molestiae numquam et sunt. Minus voluptatem dolorem quia tenetur similique incidunt.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.20326,3.28798,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/autem-et-quaerat-tempora?_locale=fr-FR,,"2022-05-06 06:12:58","2022-05-06 06:12:58",export_proposal_publication_status_published,"2022-05-06 06:12:58",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation249,"2023-02-02 23:51:57","""22-836468""","Provident eaque et necessitatibus nobis sunt dicta fugit.",,"In est magnam omnis voluptatem. Delectus eius qui deleniti et enim facilis consectetur. Doloribus quo dolorum aliquid accusamus sit perferendis mollitia maxime.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Immobilier,"Fake address, 75006 Paris, France",48.58153,1.49694,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/provident-eaque-et-necessitatibus-nobis-sunt-dicta-fugit?_locale=fr-FR,,"2023-02-02 23:51:57","2023-02-02 23:51:57",export_proposal_publication_status_published,"2023-02-02 23:51:57",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation25,"2022-04-18 09:09:46","""22-861335""","Harum alias omnis quibusdam asperiores aliquid ducimus.",,"Consequuntur omnis sit saepe corrupti vitae consectetur quia. Eligendi vel est repellat asperiores vitae neque optio quod. Consectetur ut expedita ratione vitae qui. Ut repudiandae quod sit asperiores. Et nisi cumque et quod hic.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Immobilier,"Fake address, 75006 Paris, France",48.90224,3.40016,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/harum-alias-omnis-quibusdam-asperiores-aliquid-ducimus?_locale=fr-FR,,"2022-04-18 09:09:46","2022-04-18 09:09:46",export_proposal_publication_status_published,"2022-04-18 09:09:46",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation250,"2023-04-04 01:07:58","""22-149688""","Cum reprehenderit cum voluptas in quo.",,"Deleniti qui quaerat cupiditate accusamus magnam eius alias dignissimos. Qui corrupti possimus quia. Beatae delectus voluptatem sunt iusto. Sed commodi quia dolores atque. Rerum commodi nihil occaecati cupiditate.",user5,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",Immobilier,"Fake address, 75006 Paris, France",48.68106,3.27039,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/cum-reprehenderit-cum-voluptas-in-quo?_locale=fr-FR,,"2023-04-04 01:07:58","2023-04-04 01:07:58",export_proposal_publication_status_published,"2023-04-04 01:07:58",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation251,"2022-05-14 21:48:12","""22-129915""","Error fuga nemo voluptas facilis qui consequuntur at.",,"Et ab accusamus aliquid rerum tenetur accusantium voluptatum. Deserunt quo harum et. Maxime ratione odit et eum dicta autem consequatur eos. Iure accusantium vitae molestias.",user5,0,0,0,0,0,0,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.1803,1.78456,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/error-fuga-nemo-voluptas-facilis-qui-consequuntur-at?_locale=fr-FR,,"2022-05-14 21:48:12","2022-05-14 21:48:12",export_proposal_publication_status_published,"2022-05-14 21:48:12",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
